producto_url;nombre;Sistema Operativo;Procesador;RAM (GB);Almacenamiento interno (GB);Pantalla (Pulgadas);Cámara trasera (principal);Cámara frontal;NFC;PRECIO DE LISTA;PRECIO DE LISTA SIN IMPUESTOS;PRECIO DE PROMOCIÓN;PRECIO DE PROMOCIÓN SIN IMPUESTOS;Financiación
https://tienda.personal.com.ar/celulares/samsung/samsung-galaxy-a06-128-gb/f;Samsung Galaxy A06 128 GB;Android 14;Octa-Core (2.0GHz.1.8GHz);4;128;6.7;50;8;No;335.999;277.685;247.999;204.957;6 cuotas s/int. en tu factura | 12 cuotas s/int. con tarjeta
